size,total_sqft,bath,balcony,built_up,carpet,plot,immediate,readymove
5,1210,4,2,0,0,1,0,1
4,1200,4,0,0,0,1,0,1
2,1202,2,1,0,0,0,0,1
2,1202,2,1,1,0,0,0,1
2,1200,2,3,0,0,0,0,1
3,1688,3,1,0,0,0,0,0
2,1020,2,1,1,0,0,0,1
2,1185,2,2,0,0,0,0,1
2,1235,2,1,0,0,0,0,0
4,3205,5,1,0,0,0,0,1
2,1077,2,2,0,0,0,0,1
3,1415,2,3,0,0,0,0,1
3,2330,3,2,0,0,0,0,0
2,805,2,2,0,0,0,0,1
1,425,1,0,1,0,0,0,1
2,1155,2,3,0,0,0,0,1
4,5270,4,3,0,0,0,0,1
2,656,2,1,0,0,0,0,1
2,1100,2,0,1,0,0,0,1
2,1150,2,3,0,0,0,0,1
1,600,1,1,0,0,1,0,1
2,1468,2,1,0,0,0,0,1
4,4300,5,2,0,0,1,0,1
3,2280,4,2,0,0,0,0,0
2,1341,2,1,0,0,0,0,1
2,1279,2,1,0,0,0,0,1
4,2225,4,0,0,0,0,0,0
2,1185,2,2,0,0,0,0,1
3,1750,3,2,0,0,0,0,1
2,1152,2,1,0,0,0,0,1
5,1000,4,1,0,0,1,0,1
2,1300,2,3,0,0,0,0,1
4,2760,4,2,0,0,1,0,0
2,1070,2,2,0,0,0,0,0
2,1101,2,0,0,0,0,0,1
2,775,2,1,0,0,0,0,1
1,667,1,1,0,0,0,0,1
2,1070,2,1,0,0,0,0,1
3,1875,2,2,1,0,0,0,1
2,735,2,1,0,0,0,0,1
5,4360,4,1,0,0,1,0,1
3,1750,3,2,0,0,0,0,1
2,1215,2,1,0,0,0,0,1
9,600,9,3,0,0,1,0,1
2,820,2,1,0,0,0,0,1
2,1177.5,2,0,0,0,0,0,0
3,1779,3,2,0,0,0,0,1
2,1105,2,2,1,0,0,0,1
1,10763.9,2,1,1,0,0,0,1
3,1650,3,2,0,0,0,0,1
2,1694,2,2,0,0,0,0,1
3,2376,3,1,0,0,0,0,1
3,1975,3,3,0,0,0,0,1
2,674,2,1,0,0,0,0,1
2,1185,2,1,0,0,0,0,1
1,445,1,0,0,0,0,0,1
6,900,7,1.584375738,1,0,0,0,1
3,1475,3,2,0,0,0,0,1
3,1618,3,3,0,0,0,0,1
2,1120,2,0,0,0,0,0,1
4,2181,3,2,0,0,0,0,1
4,1200,4,0,0,0,1,0,1
6,600,4,3,0,0,1,0,1
3,1556,2,1,0,0,0,0,0
2,1179,2,1,0,0,0,0,0
2,1296,2,2,0,0,0,0,1
2,1275,2,2,1,0,0,0,1
7,1875,2,2,1,0,0,0,1
3,1400,2,2,0,0,0,0,1
2,1222,2,1,0,0,0,0,1
2,940,2,1,0,0,0,0,1
2,1185,2,2,0,0,0,0,1
3,1779,3,2,0,0,0,0,1
3,1615,3,2,0,0,0,0,1
4,4624.5,2.692510947,1.584375738,0,0,0,0,0
2,1056,2,1,0,0,0,0,1
2,1100,2,0,0,0,0,0,1
2,920,2,1,1,0,0,0,1
3,1602,2,0,0,0,0,0,1
2,1176,2,0,1,0,0,0,1
4,675,3,1,0,0,1,0,1
3,1352,3,0,0,0,0,0,1
3,1717,3,3,1,0,0,0,1
4,10961,4,1,0,0,1,0,0
4,2119,4,3,0,0,0,0,0
2,1246,2,1,0,0,0,0,1
2,1141,2,1,0,0,0,0,0
2,1157,2,1,1,0,0,0,1
2,1025,2,2,0,0,0,0,0
1,650,1,2,1,0,0,0,1
2,1349,2,1,0,0,0,0,1
3,1566,3,1,0,0,0,0,1
4,2830,3,3,0,0,0,0,1
3,1320,2,1,1,0,0,0,0
3,1780,3,1,0,0,0,0,0
2,1091,2,1,0,0,0,0,1
4,3670,4,3,0,0,0,0,1
2,918,2,1,1,0,0,0,1
4,1950,4,0,0,0,0,0,0
3,1695,3,1,0,0,0,0,1
3,1705,3,2,0,0,0,0,1
3,1375,3,2,1,0,0,0,1
1,525,1,1,0,0,0,0,0
2,1447,2,1,1,0,0,0,0
2,1114,2,1,0,0,0,0,1
3,1450,2,1,0,0,0,0,1
2,460,1,0,0,0,0,0,1
2,1022,2,2,1,0,0,0,1
2,1000,2,2,1,0,0,0,1
2,1128,2,1,0,0,0,0,0
2,1180,2,2,0,0,0,0,0
6,1000,6,1,1,0,0,0,1
2,1200,2,1,0,0,1,0,1
3,3761,3,2,0,0,0,0,1
2,1339,2,3,0,0,0,0,1
3,1400,2,3,0,0,0,0,1
2,1040,2,1,0,0,0,0,1
2,1198,2,2,0,0,0,0,1
4,1200,3,1.584375738,0,0,1,0,1
3,1691,3,2,0,0,0,0,1
3,1075,3,2,0,0,0,0,1
3,1630,3,2,0,0,0,0,0
3,1240,3,2,0,0,0,0,0
2,1122.5,2,0,0,0,0,0,0
3,1665,3,2,0,0,0,0,1
3,2489,3,1.584375738,1,0,0,0,1
2,1142,2,2,1,0,0,0,1
3,1976,3,1,0,0,0,0,1
4,5500,4,1.584375738,0,0,1,0,1
3,1853,3,2,0,0,0,0,1
8,600,4,1,0,0,1,0,1
2,1567,2,2,0,0,0,0,1
2,1090,2,1,0,0,0,0,1
6,1200,4,2,0,0,1,0,1
4,2400,4,1,0,0,1,0,1
2,1175,2,2,0,0,0,0,1
2,1200,2,2,1,0,0,0,1
2,995,2,1,1,0,0,0,1
2,884,2,1,0,0,0,0,1
5,900,3,2,0,0,1,0,1
2,1170,2,2,1,0,0,0,1
2,1225,2,1,0,0,0,0,1
2,1342,2,1,0,0,0,0,0
2,1345,2,1,1,0,0,0,0
3,1320,3,0,1,0,0,0,1
2,9900,2,1.584375738,0,0,0,0,1
2,1140,2,1,0,0,0,0,1
2,1300,2,1,0,0,0,0,1
3,1652,3,2,0,0,0,0,1
3,2072,4,2,0,0,0,0,1
3,1740,2,1.584375738,1,0,0,0,1
3,1360,2,1,0,0,0,0,1
3,1145,2,2,0,0,0,0,1
3,1540,2,0,1,0,0,0,1
2,1278,2,2,0,0,0,0,1
1,630,1,1,0,0,0,0,0
3,1100,3,2,0,0,0,0,0
3,1200,3,0,0,0,1,0,1
7,2500,6,2,1,0,0,0,1
1,582.5,1,0,0,0,0,0,0
2,1015,2,2,0,0,0,0,0
5,3300,5,2,1,0,0,0,1
5,4500,5,1,0,0,1,0,1
3,1356,2,3,0,0,0,0,1
2,823,2,1,0,0,0,0,1
3,1200,2,0,0,0,1,0,1
2,1050,2,0,1,0,0,0,1
2,1180,2,1,0,0,0,0,1
2,1116,2,3,0,0,0,0,1
2,1070,2,1,0,0,0,0,1
2,1385,2,3,0,0,0,0,0
1,1000,1,1,0,0,1,0,1
3,1897,3,2,1,0,0,0,0
2,1005,2,1,0,0,0,0,0
3,1575,3,2,0,0,0,0,1
2,975,2,1,0,0,0,0,1
3,1904,3,2,0,0,0,0,1
1,930,1,1,0,0,0,0,1
1,525,1,1,0,0,0,0,0
1,686,1,1,0,0,0,0,1
2,2400,3,1,0,0,1,0,1
2,1410,1,0,0,0,1,0,1
3,2238,3,1,1,0,0,0,0
2,1174,2,1,0,0,0,0,1
4,3800,4,3,1,0,0,0,1
3,2225,2,1,0,0,0,0,1
2,1250,2,0,0,0,0,0,1
2,918,2,2,0,0,0,0,1
2,1250,2,3,0,0,0,0,1
3,1800,3,1.584375738,0,0,0,0,1
2,1170,2,3,1,0,0,0,1
1,1300,1,0,0,0,0,0,1
2,793,2,1,1,0,0,0,1
3,1710,3,2,0,0,0,0,1
3,1082,2,1,0,0,0,0,1
2,1001,2,2,0,0,0,0,0
4,1500,4,1.584375738,1,0,0,0,1
3,1590,2,1,0,0,0,0,1
3,2400,2,0,0,0,0,0,1
3,1554,3,2,0,0,0,0,1
2,1142.5,2,0,0,0,0,0,0
5,4239,5,2,0,0,0,0,1
2,884,1,0,1,0,0,0,1
2,1045,2,1,0,0,0,0,0
2,1019,2,2,0,0,0,0,1
3,1935,4,2,0,0,0,0,1
3,1135,2,2,0,0,0,0,1
3,1680,3,2,0,0,0,0,1
4,2470,5,2,0,0,0,0,0
4,2825,4,3,0,0,0,0,1
3,2480,3,1,0,0,0,0,1
9,1260,11,1.584375738,0,0,1,0,1
5,1800,4,3,0,0,1,0,1
3,1799,3,3,1,0,0,0,1
4,4348.5,2.692510947,1.584375738,0,0,0,0,1
1,400,1,1,1,0,0,0,1
2,1047,2,1,1,0,0,0,0
2,1282,2,2,0,0,0,0,1
2,1020,2,1,0,0,0,0,1
4,1080,3,1,0,0,1,0,1
2,1495,2,1,0,0,0,0,1
4,3260,4,1,1,0,0,0,1
3,1611,2,2,0,0,0,0,0
4,3500,5,2,0,0,0,0,1
3,1500,2,2,1,0,0,0,1
3,1500,2,2,0,0,0,0,1
4,3206,5,1.584375738,0,0,1,0,1
3,1540,3,0,0,0,0,0,1
3,1639,3,1,0,0,0,0,0
4,700,4,1.584375738,0,0,1,0,1
2,1303,2,2,0,0,0,0,1
2,1005,1,1,0,0,0,0,1
1,657.5,1,0,0,0,0,0,1
3,1305,3,1,0,0,0,0,0
3,600,4,0,0,0,1,0,1
2,1300,1,1,0,0,0,0,1
3,1440,2,3,0,0,0,0,1
2,901,2,1,0,0,0,0,0
3,1725,3,3,0,0,0,0,1
3,900,2,1,1,0,0,0,1
2,1060,2,1,0,0,0,0,1
2,1020,2,1,0,0,0,0,1
3,1535,3,2,0,0,0,0,0
1,530,1,1,1,0,0,0,1
3,1464,3,2,0,0,0,0,1
2,1350,2,3,0,0,0,0,1
2,1115,2,2,0,0,0,0,1
2,1175,2,2,0,0,0,0,1
2,1113,2,1,1,0,0,0,1
6,1200,4,2,0,0,1,0,1
5,1640,4,3,0,0,1,0,1
2,650,2,0,1,0,0,0,1
2,1325,2,2,0,0,0,0,1
2,950,2,3,1,0,0,0,1
3,1396,2,1,0,0,0,0,0
2,1050,2,2,0,0,0,0,1
3,1825,3,2,0,0,0,0,1
2,1190,2,1,0,0,0,0,1
2,1220,2,1,0,0,0,0,1
3,1565,2,2,0,0,0,0,1
3,1891,3,1,0,0,0,0,1
2,900,2,0,1,0,0,0,1
2,1161,2,1,0,0,0,0,0
1,649.5,1,0,0,0,0,0,1
8,2400,6,3,0,0,1,0,1
4,315,4,2,0,0,1,0,1
1,665,1,1,0,0,0,0,1
2,1175,2,1,0,0,0,0,0
2,1425,2,2,1,0,0,0,1
1,1200,1,0,0,0,1,0,1
3,1200,3,1,0,0,1,0,0
2,1255,2,2,1,0,0,0,1
3,2112.95,4,2,0,0,0,0,1
1,600,1,1,0,0,0,0,1
3,1810,3,2,0,0,0,0,0
2,1200,2,2,0,0,0,0,1
2,1033,2,2,0,0,0,0,1
3,1548,3,2,0,0,0,0,1
3,1611,3,3,0,0,0,0,0
3,1400,2,1,1,0,0,0,0
3,1485,2,2,0,0,0,0,1
2,2400,2,1,1,0,0,0,1
2,1025,2,1,0,0,0,0,1
4,600,3,2,0,0,1,0,1
2,1225,2,1.584375738,0,0,0,0,1
2,1256,2,1,1,0,0,0,1
4,2268,3,2,0,0,0,0,1
3,1100,3,2,0,0,0,0,0
2,1141,2,0,0,0,0,0,1
1,400,1,1,1,0,0,0,1
2,1400,2,0,0,0,1,0,1
7,4100,7,1.584375738,0,0,0,0,1
1,231303.6,1,0,0,0,1,0,0
1,15,1,0,0,1,0,0,1
2,1175,2,2,0,0,0,0,1
2,1100,2,1,0,0,0,0,1
3,1843,3,2,0,0,0,0,1
8,1200,7,2,0,0,1,0,1
2,1460,2,1,0,0,0,0,0
3,1530,2,2,0,0,0,0,1
2,1467,2,1,1,0,0,0,1
1,950,1,1,0,0,0,0,1
2,1246,2,1,0,0,0,0,1
1,711,1,1,0,0,0,0,0
2,1194,2,2,0,0,0,0,1
3,1358,2,1,0,0,0,0,1
6,1500,5,1,0,1,0,0,1
2,1420,2,2,0,0,0,0,1
3,1250,2,1,0,0,0,0,1
2,1280,2,1.584375738,1,0,0,0,1
2,1209,2,1,0,0,0,0,1
5,4200,5,2,1,0,0,0,1
4,1215,4,3,0,0,1,0,1
3,1315,2,1,0,0,0,0,1
3,1800,3,3,0,0,0,0,1
5,1600,4,0,1,0,0,0,1
3,1600,2,2,0,0,0,0,1
6,3968,5,2,0,0,1,0,1
3,1563,3,2,0,0,0,0,1
3,1560,2,2,0,0,0,0,1
3,2169,4,1.584375738,0,0,0,0,1
9,900,10,1.584375738,0,0,1,0,1
2,1050,2,2,0,0,0,0,1
3,3235,3,1,0,0,0,0,1
3,1200,3,0,0,0,1,0,1
2,1140,2,2,0,0,0,0,1
3,1500,3,1,0,0,1,0,1
3,1560,3,2,0,0,0,0,1
2,1100,2,2,0,0,0,0,1
3,1260,2,3,0,0,0,0,1
2,1036,2,1,0,0,0,0,0
3,1662,3,3,1,0,0,0,1
3,1464,2,3,0,0,0,0,1
2,1234,2,2,0,0,0,0,1
3,1403,3,1,0,0,0,0,1
4,915,4,1,0,0,1,0,1
6,3000,8,3,0,0,1,0,1
3,1150,2,2,0,0,0,0,1
4,3900,4,2,1,0,0,0,1
5,850,4,2,1,0,0,0,1
2,929,2,1,0,0,0,0,0
6,2400,8,3,0,0,1,0,1
3,1350,2,1,0,0,1,0,1
2,1135,2,1,0,0,0,0,1
2,1405,2,2,1,0,0,0,1
2,1200,2,1,0,0,1,0,0
4,2805,4,3,0,0,0,0,0
2,1161,2,2,0,0,0,0,1
2,1290,2,3,0,0,0,0,0
3,2557,3,2,0,0,0,0,1
3,1480,3,2,1,0,0,0,1
9,3300,14,1.584375738,0,0,1,0,1
3,1350,3,0,0,0,0,0,0
3,1580,2,2,0,0,0,0,1
3,1470,2,1,0,0,0,0,0
1,500,1,1,0,0,0,0,0
2,1346,2,1,0,0,0,0,0
3,1600,3,3,0,0,0,0,1
2,720,2,1,0,0,0,0,1
2,1306800,2,2,0,0,1,0,0
4,1200,4,0,0,0,1,0,1
2,1200,2,2,0,0,0,0,1
3,1340,2,2,1,0,0,0,1
4,6136,4,1.584375738,0,0,1,0,1
2,918,2,2,0,0,0,0,1
3,1500,3,2,0,0,1,0,1
2,1315,2,2,0,0,0,0,1
4,2400,5,1.584375738,0,0,1,0,1
3,1390,2,2,0,0,0,0,1
3,1330,2,1,0,0,0,0,1
5,3100,4,1.584375738,1,0,0,0,1
3,1824,3,3,0,0,0,0,0
3,1420,2,2,0,0,0,0,1
1,750,1,0,0,0,1,0,1
3,1260,2,1,0,0,0,0,1
3,1561,3,2,0,0,0,0,0
9,812,6,3,0,0,1,0,1
2,1060,2,2,0,0,0,0,1
8,1120,8,3,0,0,1,0,1
2,1225,2,1,0,0,0,0,0
3,2144,3,2,0,0,0,0,1
7,1200,6,2,0,0,1,0,1
2,880,2,2,0,0,0,0,1
3,1639,3,2,0,0,0,0,0
3,1240,2,1,1,0,0,0,1
2,1500,2,2,0,0,0,0,1
2,1243,2,1,0,0,0,0,1
3,1575,3,1.584375738,0,0,0,0,1
2,1027,2,2,0,0,0,0,1
3,1082,2,1,0,0,0,0,1
3,1637,3,3,0,0,0,0,1
3,1665,3,2,0,0,0,0,1
2,1265,2,0,0,0,0,0,0
3,1691,2,2,0,0,0,0,0
2,1100,2,1,0,0,0,0,1
5,24,2,2,1,0,0,0,1
3,1500,3,2,0,0,1,0,0
4,3205,5,1,1,0,0,0,1
5,1666,4,1,1,0,0,0,1
2,1115,2,2,0,0,0,0,1
2,1070,2,1,0,0,0,0,1
2,1128,2,2,0,0,0,0,1
2,1162,2,1,0,0,0,0,1
2,1339,2,2,0,0,0,0,1
2,1192,2,2,0,0,0,0,1
3,1920,3,1,0,0,0,0,1
2,1255,2,1,0,0,0,0,1
2,1357,2,1,0,0,0,0,0
3,1600,3,2,0,0,0,0,1
2,1225,2,2,0,0,0,0,1
4,2400,4,3,0,0,1,0,1
3,1570,3,3,0,0,0,0,1
2,1093,2,2,0,0,0,0,1
3,1865,3,3,1,0,0,0,1
6,1200,7,3,0,0,1,0,1
2,1039,2,2,0,0,0,0,1
2,1246,2,1,0,0,0,0,1
3,1985,3,2,0,0,0,0,1
3,1590,3,3,0,0,0,0,1
4,4000,4,2,0,0,1,0,1
2,775,2,2,0,0,0,0,1
2,1000,2,1,0,0,0,0,1
3,1800,3,2,0,0,0,0,1
2,1035,2,1,0,0,0,0,0
3,1520,2,1,0,0,0,0,1
2,1360,2,1,0,0,0,0,1
4,6000,5,3,0,0,1,0,1
2,1117,2,2,0,0,0,0,1
4,1200,4,3,0,0,1,0,1
2,1330,2,1,0,0,0,0,1
3,1937,3,2,0,0,0,0,1
2,1128,2,1,0,0,0,0,0
2,1053,2,1,0,0,0,0,1
2,1198,2,1,0,0,0,0,0
2,1152,2,1,0,0,0,0,0
6,1200,6,2,0,0,0,0,0
2,1625,2,1,0,0,0,0,1
3,1397,3,3,0,0,0,0,1
3,1523,3,3,0,0,0,0,1
2,883,2,1,0,0,0,0,1
1,700,1,0,0,0,0,0,1
2,1170,2,1,0,0,0,0,1
3,1200,2,2,0,0,0,0,1
3,2400,3,2,1,0,0,0,1
2,1480,2,2,0,0,0,0,1
3,1897,3,2,0,0,0,0,1
2,996,2,1,0,0,0,0,1
3,1875,3,2,0,0,0,0,0
3,1500,2,2,0,0,0,0,1
3,3095,3,3,0,0,0,0,1
3,1390,2,1,0,0,0,0,1
3,1450,3,0,0,0,0,0,0
1,697,1,0,0,0,0,0,0
1,710,1,1,1,0,0,0,1
2,910,2,1,0,1,0,0,1
3,1025,2,1,1,0,0,0,1
2,1000,2,0,0,0,0,0,0
4,1200,4,1.584375738,0,0,1,0,1
3,1453,2,1,0,0,0,0,0
4,3335,5,2,0,0,0,0,1
2,971.5,2,0,0,0,0,0,0
2,1281,2,1,0,0,0,0,1
1,565,1,1,1,0,0,0,1
2,1024,2,2,1,0,0,0,1
3,1620,3,2,1,0,0,0,1
2,1254,2,2,0,0,0,0,1
3,1300,2,2,1,0,0,0,1
2,1233,2,2,1,0,0,0,1
1,1200,1,1,0,0,1,0,1
3,1510,2,1,0,0,0,0,0
2,950,2,1,0,0,0,0,1
3,1945,3,2,0,0,0,0,1
2,1008,2,3,0,0,0,0,1
3,1265,2,1,0,0,0,0,1
3,1255,2,1,0,0,0,0,0
4,2689,6,2,1,0,0,0,0
2,1200,2,2,1,0,0,0,1
3,1403,3,3,0,0,0,0,0
3,1535,3,2,0,0,0,0,1
3,1500,3,3,0,0,1,0,1
3,1475,2,2,0,0,0,0,1
3,1390,2,2,0,0,0,0,1
3,1278,2,1,0,0,0,0,1
2,1133,2,2,0,0,0,0,1
5,1560,5,1,0,0,1,0,1
5,2900,5,2,0,0,1,0,1
2,1170,2,1,0,0,0,0,1
3,1200,3,3,0,0,1,0,1
3,1697,3,2,0,0,0,0,0
3,1651,3,3,0,0,0,0,1
3,1560,3,1,0,0,0,0,1
3,1192,2,1,0,0,0,0,0
2,1078,2,3,1,0,0,0,1
7,800,7,3,0,0,1,0,1
2,1349,2,2,0,0,0,0,1
9,2300,8,1,0,0,1,0,1
3,1680,3,2,0,0,0,0,1
3,1314,2,2,0,0,0,0,1
2,1060,2,1,0,0,0,0,1
2,820,2,0,1,0,0,0,1
4,5000,4,3,0,0,1,0,1
3,2000,3,2,0,0,0,0,1
2,856,2,3,0,0,0,0,1
3,1621,4,0,0,0,0,0,0
3,1200,3,1,0,0,1,0,0
3,1484,3,2,0,0,0,0,1
4,600,5,2,0,0,1,0,1
4,14000,3,2,0,0,1,0,1
1,500,1,1,0,0,0,0,1
1,485,1,1,0,0,0,0,1
2,1050,2,1,0,0,0,0,1
3,1617,3,3,0,0,0,0,1
2,550,1,1,1,0,0,0,1
3,1384,3,2,1,0,0,0,1
2,1408,2,2,0,0,0,0,0
2,1150,2,1,1,0,0,0,1
3,1410,2,2,0,0,0,0,1
4,2150,4,1,1,0,0,0,1
3,2292,4,1,0,0,0,0,1
3,2006,3,1.584375738,1,0,0,0,1
3,1508,3,2,1,0,0,0,1
2,1040,2,2,1,0,0,0,1
2,1240,2,1,0,0,1,0,1
3,1535,3,1,0,0,0,0,1
2,1180,2,2,1,0,0,0,1
6,2200,6,2,1,0,0,0,1
2,1400,2,2,0,0,0,0,1
1,500,1,1,0,0,0,0,1
4,4800,4,3,0,0,1,0,1
3,1984,4,1,0,0,0,0,1
4,3000,5,3,0,0,1,0,1
3,1960,3,3,0,0,0,0,1
2,1035,2,1,0,0,0,0,1
4,2150,4,1,1,0,0,0,1
3,1700,3,2,1,0,0,0,1
4,3024,5,1,0,0,0,0,1
3,1586,3,1,0,0,0,0,0
3,2264,2.692510947,1.584375738,1,0,0,0,0
4,2325,4,1,0,0,1,0,1
2,1120,2,2,0,0,0,0,1
3,1662,2.692510947,1.584375738,0,0,0,0,0
2,1128,2,2,0,0,0,0,1
6,1200,6,2,0,0,1,0,1
2,924,2,2,0,0,0,0,1
3,1600,3,2,0,0,0,0,1
2,1006,2,2,0,0,0,0,1
2,1200,2,2,0,0,0,0,1
2,1250,2,1,0,0,0,0,0
3,1200,3,1,0,0,1,0,1
2,957,2,1,1,0,0,0,1
2,1140,2,2,0,0,0,0,1
2,1050,2,1,0,0,0,0,1
3,1565,3,2,0,0,0,0,1
2,1190,2,3,0,0,0,0,1
3,2842,3,2,1,0,0,0,0
3,1558.67,2,2,1,0,0,0,1
1,630,1,1,0,0,0,0,1
3,1403,2,2,0,0,0,0,1
3,1542,2,3,0,0,0,0,1
4,2750,4,0,1,0,0,0,1
4,3596,5,1,0,0,0,0,1
3,1635,2,1.584375738,0,0,0,0,1
2,1239,2,1,0,0,0,0,1
2,1194,2,2,0,0,0,0,1
3,1596,3,1,0,0,0,0,1
2,1009,2,1,0,0,0,0,0
3,1726,3,2,0,0,0,0,0
3,1535,3,2,0,0,0,0,1
3,1300,2,1,0,0,0,0,1
4,3100,4,2,0,0,1,0,1
3,1800,3,3,0,0,0,0,1
1,665,1,0,0,0,0,0,0
9,4050,7,1,0,0,1,0,1
3,1500,2,1,0,0,1,0,1
2,925,2,2,1,0,0,0,1
4,3356,4,1.584375738,0,0,0,0,0
2,1395,2,1,0,0,0,0,1
3,1415,2,1,0,0,0,0,1
3,1419,2,2,0,0,0,0,1
2,1121,2,2,0,0,0,0,0
3,1082,2,1,0,0,0,0,1
2,1100,2,1,0,0,0,0,0
3,1606,3,3,0,0,0,0,1
3,1650,3,2,1,0,0,0,1
3,4634,4,3,0,0,0,0,1
2,1206,2,3,0,0,0,0,1
3,1495,2,0,1,0,0,0,1
8,840,7,2,0,0,1,0,1
2,710,2,2,0,0,0,0,1
2,1210,2,1,0,0,0,0,1
3,1523,2,2,0,0,0,0,1
2,1232,2,2,0,0,0,0,1
1,680,1,1,0,0,0,0,0
3,1355,3,1,0,0,0,0,0
3,1430,2,2,0,0,0,0,1
3,1275,2,2,0,0,0,0,0
2,1070,2,1,0,0,0,0,1
3,1200,3,1,0,0,1,0,1
4,2000,4,0,0,0,1,0,1
2,1200,2,2,0,0,0,0,1
3,1610,3,1,0,0,0,0,1
2,1140,2,2,0,0,0,0,1
2,1143,2,2,0,0,0,0,1
4,3467.86,6,3,0,0,0,0,0
3,1530,2,2,0,0,0,0,1
2,980,2,2,0,0,0,0,1
3,1485,3,2,0,0,0,0,1
3,1500,3,1,0,0,1,0,0
2,1280,2,1,0,0,0,0,0
2,1265,2,2,0,0,0,0,1
2,1132,2,1,1,0,0,0,0
2,1262,2,2,0,0,0,0,1
2,940,2,1,0,0,0,0,1
3,1515,3,3,0,0,0,0,1
3,1300,3,3,0,0,0,0,1
3,1840,3,1,1,0,0,0,1
2,890,2,2,1,0,0,0,1
3,1655,3,2,0,0,0,0,1
3,2060,3,1,0,0,0,0,1
3,1730,3,1,0,0,0,0,1
3,2195,4,2,1,0,0,0,1
3,1650,3,2,0,0,0,0,0
2,1200,2,0,0,0,1,0,1
2,1079,2,1,0,0,0,0,0
2,1085,2,1,0,0,0,0,0
7,5000,7,1.584375738,1,0,0,0,1
2,1075,2,1,0,0,0,0,1
2,1380,2,1,0,0,0,0,0
3,1450,3,1,0,0,0,0,1
2,1200,2,2,0,0,0,0,1
3,3200,4,1.584375738,0,0,0,0,1
3,1639,3,1,0,0,0,0,0
2,1200,2,1,0,0,0,0,1
3,1739,3,1,0,0,0,0,0
4,4346,5,1.584375738,1,0,0,0,1
2,935,2,1,0,0,0,0,0
1,510,1,1,0,0,0,0,0
6,1200,6,3,0,0,1,0,1
2,1178,2,3,0,0,0,0,1
3,1375,2,1,1,0,0,0,1
3,1065,2,1,0,0,0,0,1
3,1450,2,1,0,0,0,0,1
2,999,2,3,1,0,0,0,1
2,4400,3,2,0,0,0,0,1
5,1350,4,1,0,0,1,0,1
2,1100,2,2,1,0,0,0,1
3,1835,2,3,0,0,0,0,1
4,2090,4,0,0,0,0,0,0
3,1519,3,1,0,0,0,0,1
3,1267,3,2,1,0,0,0,1
2,1150,2,3,0,0,0,0,1
2,1146,2,1,0,0,0,0,0
8,1200,7,0,0,0,1,0,0
3,1550,3,3,1,0,0,0,1
2,850,1,1,1,0,0,0,1
3,2200,3,1.584375738,0,0,0,0,1
3,3329,3,2,1,0,0,0,1
1,785,1,1,0,1,0,0,1
3,2900,4,1.584375738,0,0,0,0,1
3,1610,3,2,1,0,0,0,1
2,921,2,2,0,0,0,0,1
3,850,3,2,0,0,1,0,1
5,2700,5,0,1,0,0,0,1
3,1700,3,3,0,0,0,0,1
2,1020,2,2,1,0,0,0,1
2,1090,2,3,0,0,0,0,1
4,3600,4,1.584375738,0,0,1,0,1
2,1027,2,2,0,0,0,0,1
2,1185,2,2,0,0,0,0,1
2,850,2,1,0,0,0,0,1
2,1197,2,1,1,0,0,0,1
4,3500,3,3,0,0,0,0,1
2,920,2,2,0,0,0,0,1
9,7706.9524,9,1,0,0,0,0,1
2,1105,2,1,0,0,0,0,1
3,1850,3,3,0,0,0,0,1
3,1300,3,1,0,0,0,0,0
3,1595,3,2,1,0,0,0,1
4,3073,5,2,0,0,0,0,0
2,755,2,1,1,0,0,0,1
5,4050,5,2,1,0,0,0,1
3,1300,2,3,0,0,0,0,0
2,1215,2,0,1,0,0,0,1
2,900,2,1,0,0,0,0,0
2,1145,2,3,0,0,0,0,0
2,1093,2,2,0,0,0,0,1
3,1213,2,2,0,0,0,0,0
3,1654,3,2,0,0,0,0,1
2,1105,2,1,0,0,0,0,1
3,1611,2,2,0,0,0,0,1
2,1367,2,2,1,0,0,0,1
2,1010,2,1,0,0,0,0,1
3,750,2,1,0,0,1,0,1
3,1535,3,1,0,1,0,0,1
2,620,2,1,0,0,0,0,1
2,982,2,1,1,0,0,0,1
2,1700,2,2,0,0,0,0,1
2,1330,2,1,0,0,0,0,0
3,2500,3,2,1,0,0,0,1
3,1475,2,2,0,0,0,0,1
3,1410,3,1,0,0,0,0,1
1,440,1,1,0,0,0,0,1
3,1614,3,2,0,0,0,0,1
2,1363,2,2,0,0,0,0,1
2,650,2,0,1,0,0,0,1
2,1015,2,1,0,0,0,0,1
2,1156,2,2,0,0,0,0,1
2,1100,2,1,0,0,0,0,0
3,1455,3,2,0,0,0,0,0
2,930,2,1,0,0,0,0,1
3,1650,2,2,1,0,0,0,1
2,1200,2,0,1,0,0,0,1
1,700,1,0,0,0,1,0,1
4,2900,3,1.584375738,0,0,0,0,1
3,1890,4,3,0,0,0,0,0
3,2197,4,3,0,0,0,0,1
3,3522,3,2,0,0,0,0,1
3,1240,2,2,0,0,0,0,0
2,1440,2,2,1,0,0,0,1
1,650,1,2,0,0,0,0,1
1,764,1,1,0,0,0,0,0
5,900,4,0,0,0,1,0,1
3,1693,3,3,0,0,0,0,1
3,1445,3,2,1,0,0,0,1
2,900,1,0,0,0,0,0,0
2,1030,2,1.584375738,0,0,0,0,1
3,1381,2,2,0,0,0,0,1
2,1100,2,1,1,0,0,0,1
3,1575,3,2,0,0,0,0,1
2,1200,2,1,0,0,1,0,1
